cesta_k_souboru,sirka,vyska,prumerny_jas,label
dataset/ostatni\singer_face_close_up\000037.jpg,626,417,86.76,0
dataset/ostatni\singer_face_close_up\000038.jpg,626,417,107.81,0
dataset/ostatni\singer_face_close_up\000039.jpg,626,443,75.93,0
dataset/ostatni\singer_face_close_up\000040.jpg,800,523,46.87,0
dataset/ostatni\singer_face_close_up\000041.jpg,417,626,94.53,0
dataset/ostatni\singer_face_close_up\000042.jpg,626,470,31.46,0
dataset/ostatni\singer_face_close_up\000043.jpg,626,417,73.57,0
dataset/ostatni\singer_face_close_up\000044.jpg,852,480,210.88,0
dataset/ostatni\singer_face_close_up\000045.jpg,1300,956,50.95,0
dataset/ostatni\singer_face_close_up\000046.jpg,626,417,151.06,0
dataset/ostatni\singer_face_close_up\000047.jpg,408,728,62.85,0
dataset/ostatni\singer_face_close_up\000048.jpg,1000,800,39.55,0
dataset/ostatni\singer_face_close_up\000049.jpg,1300,998,179.28,0
dataset/ostatni\singer_face_close_up\000050.jpg,1500,1101,102.01,0
dataset/ostatni\singer_face_close_up\000051.jpg,1067,1690,95.21,0
dataset/ostatni\singer_face_close_up\000052.jpg,1500,1215,113.52,0
dataset/ostatni\singer_face_close_up\000053.jpg,1500,1101,99.13,0
dataset/ostatni\singer_face_close_up\000054.jpg,1300,956,71.9,0
dataset/ostatni\singer_face_close_up\000055.jpg,800,561,62.98,0
dataset/ostatni\singer_face_close_up\000056.jpg,1470,980,197.77,0
dataset/ostatni\singer_face_close_up\000057.jpg,866,1390,107.27,0
dataset/ostatni\singer_face_close_up\000058.jpg,800,739,97.85,0
dataset/ostatni\singer_face_close_up\000059.jpg,922,1390,107.92,0
dataset/ostatni\singer_face_close_up\000060.jpg,626,351,46.54,0
dataset/ostatni\singer_face_close_up\000061.jpg,720,900,39.81,0
dataset/ostatni\singer_face_close_up\000062.jpg,626,443,29.45,0
dataset/ostatni\singer_face_close_up\000063.jpg,626,443,50.93,0
dataset/ostatni\singer_face_close_up\000064.jpg,1300,880,56.16,0
dataset/ostatni\singer_face_close_up\000065.jpg,600,900,92.25,0
dataset/ostatni\singer_face_close_up\000066.jpg,1000,667,61.76,0
dataset/ostatni\singer_face_close_up\000067.jpg,1600,990,77.47,0
dataset/ostatni\singer_face_close_up\000068.jpg,1300,1064,44.26,0
dataset/ostatni\singer_face_close_up\000069.jpg,1300,956,105.12,0
dataset/ostatni\singer_face_close_up\000070.jpg,1300,956,117.75,0
dataset/ostatni\singer_face_close_up\000071.jpg,1300,956,60.15,0
dataset/ostatni\singer_face_close_up\000072.jpg,866,1390,32.51,0
dataset/ostatni\singer_face_close_up\000073.jpg,1300,956,47.57,0
dataset/ostatni\singer_face_close_up\000074.jpg,1300,979,162.38,0
dataset/ostatni\Sunderland_player_face\000001.jpg,1024,648,70.08,0
dataset/ostatni\Sunderland_player_face\000002.jpg,1440,810,142.78,0
dataset/ostatni\Sunderland_player_face\000003.jpg,640,372,102.96,0
dataset/ostatni\Sunderland_player_face\000004.jpg,1575,1049,75.45,0
dataset/ostatni\Sunderland_player_face\000005.jpg,1920,1280,108.54,0
dataset/ostatni\Sunderland_player_face\000006.jpg,1536,1024,83.61,0
dataset/ostatni\Sunderland_player_face\000007.jpg,1140,760,123.52,0
dataset/ostatni\Sunderland_player_face\000008.jpg,5670,3638,83.24,0
dataset/ostatni\Sunderland_player_face\000009.jpg,2000,1299,74.77,0
dataset/ostatni\Sunderland_player_face\000010.jpg,2000,1333,85.13,0
dataset/ostatni\Sunderland_player_face\000011.jpg,1920,1080,85.57,0
dataset/ostatni\Sunderland_player_face\000012.jpg,4471,2980,87.44,0
dataset/ostatni\Sunderland_player_face\000013.jpg,1920,1080,93.07,0
dataset/ostatni\Sunderland_player_face\000014.jpg,1920,1337,61.42,0
dataset/ostatni\Sunderland_player_face\000015.jpg,1536,960,66.75,0
dataset/ostatni\Sunderland_player_face\000016.jpg,1920,1274,107.69,0
dataset/ostatni\Sunderland_player_face\000017.jpg,1024,706,103.37,0
dataset/ostatni\Sunderland_player_face\000018.jpg,1024,683,120.8,0
dataset/ostatni\Sunderland_player_face\000019.jpg,2000,1333,114.97,0
dataset/ostatni\Sunderland_player_face\000020.jpg,1024,718,148.16,0
dataset/ostatni\Sunderland_player_face\000021.jpg,2000,1079,50.2,0
dataset/ostatni\Sunderland_player_face\000022.jpg,2000,1252,122.47,0
dataset/ostatni\Sunderland_player_face\000023.jpg,2000,1165,28.44,0
dataset/ostatni\Sunderland_player_face\000024.jpg,2000,1509,54.1,0
dataset/ostatni\Sunderland_player_face\000025.jpg,1000,667,110.14,0
dataset/ostatni\Sunderland_player_face\000026.jpg,3797,2532,104.39,0
dataset/ostatni\Sunderland_player_face\000027.jpg,1300,954,114.27,0
dataset/ostatni\Sunderland_player_face\000028.jpg,2000,1333,143.85,0
dataset/ostatni\Sunderland_player_face\000029.jpg,1024,683,90.39,0
dataset/ostatni\Sunderland_player_face\000030.jpg,3000,1683,88.59,0
dataset/ostatni\Sunderland_player_face\000031.jpg,1575,1065,121.43,0
dataset/ostatni\Sunderland_player_face\000032.jpg,1920,1280,26.38,0
dataset/ostatni\Sunderland_player_face\000033.jpg,1140,760,60.25,0
dataset/ostatni\Sunderland_player_face\000034.jpg,2048,1341,104.85,0
dataset/ostatni\Sunderland_player_face\000035.jpg,1920,1280,86.73,0
dataset/ostatni\Sunderland_player_face\000036.jpg,2000,1333,142.17,0
dataset/ostatni\Sunderland_player_face\000037.jpg,1200,675,115.73,0
dataset/ostatni\Sunderland_player_face\000038.jpg,1920,1280,82.05,0
dataset/ostatni\Sunderland_player_face\000039.jpg,3473,2420,55.86,0
dataset/ostatni\Sunderland_player_face\000040.jpg,1920,1231,65.23,0
dataset/ostatni\Sunderland_player_face\000041.jpg,1199,891,122.7,0
dataset/ostatni\Sunderland_player_face\000042.jpg,1440,810,130.91,0
dataset/ostatni\Sunderland_player_face\000043.jpg,1024,693,59.04,0
dataset/ostatni\Sunderland_player_face\000044.jpg,1300,987,81.55,0
dataset/ostatni\Sunderland_player_face\000045.jpg,1395,1227,110.14,0
dataset/ostatni\Sunderland_player_face\000046.jpg,1440,810,94.75,0
dataset/ostatni\Sunderland_player_face\000047.jpg,615,410,75.93,0
dataset/ostatni\Sunderland_player_face\000048.jpg,1200,1782,139.31,0
dataset/ostatni\Sunderland_player_face\000049.jpg,1200,828,58.3,0
dataset/ostatni\Sunderland_player_face\000050.jpg,750,456,91.27,0
dataset/ostatni\Sunderland_player_face\000051.jpg,1200,628,88.98,0
dataset/ostatni\Sunderland_player_face\000052.jpg,1400,788,121.77,0
dataset/ostatni\Sunderland_player_face\000053.jpg,3150,1772,121.77,0
dataset/ostatni\Sunderland_player_face\000054.jpg,1200,800,45.31,0
dataset/ostatni\Sunderland_player_face\000055.jpg,1200,800,123.37,0
dataset/ostatni\Sunderland_player_face\000056.jpg,1200,628,77.44,0
dataset/ostatni\Sunderland_player_face\000057.jpg,1280,720,75.48,0
dataset/ostatni\Sunderland_player_face\000058.jpg,1200,628,66.12,0
dataset/ostatni\tennis_player_face\000001.jpg,626,417,135.03,0
dataset/ostatni\tennis_player_face\000002.jpg,2048,2048,44.01,0
dataset/ostatni\tennis_player_face\000003.jpg,1000,560,65.94,0
dataset/ostatni\tennis_player_face\000004.jpg,866,1390,144.32,0
dataset/ostatni\tennis_player_face\000005.jpg,1000,560,113.4,0
dataset/ostatni\tennis_player_face\000006.jpg,1300,954,97.64,0
dataset/ostatni\tennis_player_face\000007.jpg,1300,956,120.32,0
dataset/ostatni\tennis_player_face\000008.jpg,2940,1960,129.0,0
dataset/ostatni\tennis_player_face\000009.jpg,626,351,133.76,0
dataset/ostatni\tennis_player_face\000010.jpg,1500,1105,123.01,0
dataset/ostatni\tennis_player_face\000011.jpg,1600,1157,107.62,0
dataset/ostatni\tennis_player_face\000012.jpg,800,449,103.09,0
dataset/ostatni\tennis_player_face\000013.jpg,622,626,152.92,0
dataset/ostatni\tennis_player_face\000014.jpg,596,900,21.15,0
dataset/ostatni\tennis_player_face\000015.jpg,408,728,100.47,0
dataset/ostatni\tennis_player_face\000016.jpg,417,626,139.57,0
dataset/ostatni\tennis_player_face\000017.jpg,626,417,164.72,0
dataset/ostatni\tennis_player_face\000018.jpg,417,626,132.31,0
dataset/ostatni\tennis_player_face\000019.jpg,417,626,150.72,0
dataset/ostatni\tennis_player_face\000020.jpg,417,626,98.82,0
dataset/ostatni\tennis_player_face\000021.jpg,626,417,40.7,0
dataset/ostatni\tennis_player_face\000022.jpg,417,626,146.71,0
dataset/ostatni\tennis_player_face\000023.jpg,626,417,28.5,0
dataset/ostatni\tennis_player_face\000024.jpg,417,626,169.61,0
dataset/ostatni\tennis_player_face\000025.jpg,1600,1158,98.38,0
dataset/ostatni\tennis_player_face\000026.jpg,626,417,75.29,0
dataset/ostatni\tennis_player_face\000027.jpg,1600,1157,165.19,0
dataset/ostatni\tennis_player_face\000028.jpg,626,417,85.1,0
dataset/ostatni\tennis_player_face\000029.jpg,626,417,97.65,0
dataset/ostatni\tennis_player_face\000030.jpg,626,417,118.58,0
dataset/ostatni\tennis_player_face\000031.jpg,417,626,103.18,0
dataset/ostatni\tennis_player_face\000032.jpg,417,626,67.57,0
dataset/ostatni\tennis_player_face\000033.jpg,626,417,131.18,0
dataset/ostatni\tennis_player_face\000034.jpg,626,366,76.71,0
dataset/ostatni\tennis_player_face\000035.jpg,626,417,109.22,0
dataset/ostatni\tennis_player_face\000036.jpg,417,626,143.15,0
dataset/ostatni\tennis_player_face\000037.jpg,626,417,66.38,0
dataset/ostatni\tennis_player_face\000038.jpg,1300,956,96.02,0
dataset/ostatni\tennis_player_face\000039.jpg,866,1390,137.63,0
dataset/ostatni\tennis_player_face\000040.jpg,800,534,84.83,0
dataset/ostatni\tennis_player_face\000041.jpg,1200,1660,220.43,0
dataset/ostatni\tennis_player_face\000042.jpg,1300,956,86.41,0
dataset/ostatni\tennis_player_face\000043.jpg,418,626,85.69,0
dataset/ostatni\tennis_player_face\000044.jpg,800,800,129.91,0
dataset/ostatni\tennis_player_face\000045.jpg,1300,956,112.18,0
dataset/ostatni\tennis_player_face\000046.jpg,626,418,218.56,0
dataset/ostatni\tennis_player_face\000047.jpg,626,393,74.21,0
dataset/ostatni\tennis_player_face\000048.jpg,626,393,79.91,0
dataset/ostatni\tennis_player_face\000049.jpg,626,418,222.42,0
dataset/ostatni\tennis_player_face\000050.jpg,1300,770,190.93,0
dataset/ostatni\tennis_player_face\000051.jpg,1300,956,194.58,0
dataset/ostatni\tennis_player_face\000052.jpg,626,417,208.96,0
dataset/ostatni\tennis_player_face\000053.jpg,4608,1824,113.38,0
dataset/ostatni\tennis_player_face\000054.jpg,1300,959,210.67,0
dataset/ostatni\tennis_player_face\000055.jpg,800,806,152.73,0
dataset/ostatni\tennis_player_face\000056.jpg,800,534,95.71,0
dataset/ostatni\tennis_player_face\000057.jpg,626,351,140.57,0
dataset/ostatni\tennis_player_face\000058.jpg,1300,956,117.42,0
dataset/ostatni\tennis_player_face\000059.jpg,626,418,230.58,0
dataset/ostatni\tennis_player_face\000060.jpg,626,418,171.75,0
dataset/ostatni\tennis_player_face\000061.jpg,417,626,129.3,0
dataset/ostatni\tennis_player_face\000062.jpg,1300,1064,24.33,0
dataset/ostatni\tennis_player_face\000063.jpg,1300,957,154.65,0
dataset/ostatni\tennis_player_face\000064.jpg,1600,1095,160.55,0
dataset/ostatni\tennis_player_face\000065.jpg,626,417,155.01,0
dataset/ostatni\tennis_player_face\000066.jpg,866,1390,192.35,0
dataset/ostatni\tennis_player_face\000067.jpg,1300,956,211.48,0
dataset/ostatni\tennis_player_face\000068.jpg,1600,1157,167.66,0
dataset/ostatni\tennis_player_face\000069.jpg,800,503,164.15,0
dataset/ostatni\tennis_player_face\000070.jpg,800,603,102.19,0
dataset/ostatni\tennis_player_face\000071.jpg,1300,956,124.36,0
dataset/ostatni\tennis_player_face\000072.jpg,626,417,113.66,0
dataset/ostatni\tennis_player_face\000073.jpg,1024,576,109.32,0
dataset/ostatni\tennis_player_face\000074.jpg,1300,957,157.78,0
dataset/ostatni\tennis_player_face\000075.jpg,1500,1101,129.19,0
dataset/ostatni\tennis_player_face\000076.jpg,1000,1500,45.61,0
dataset/ostatni\tennis_player_face\000077.jpg,613,900,34.63,0
dataset/ostatni\Tottenham_player_face\000001.jpg,2181,1227,106.99,0
dataset/ostatni\Tottenham_player_face\000002.jpg,2181,1227,119.36,0
dataset/ostatni\Tottenham_player_face\000003.jpg,2181,1227,98.9,0
dataset/ostatni\Tottenham_player_face\000004.jpg,1200,1800,167.52,0
dataset/ostatni\Tottenham_player_face\000005.jpg,1920,1280,124.15,0
dataset/ostatni\Tottenham_player_face\000006.jpg,640,1136,169.72,0
dataset/ostatni\Tottenham_player_face\000007.jpg,1200,630,76.97,0
dataset/ostatni\Tottenham_player_face\000008.jpg,2560,1440,111.24,0
dataset/ostatni\Tottenham_player_face\000009.jpg,1280,805,63.7,0
dataset/ostatni\Tottenham_player_face\000010.jpg,1920,1250,58.39,0
dataset/ostatni\Tottenham_player_face\000011.jpg,1280,853,78.58,0
dataset/ostatni\Tottenham_player_face\000012.jpg,1920,1339,42.84,0
dataset/ostatni\Tottenham_player_face\000013.jpg,1920,1280,122.1,0
dataset/ostatni\Tottenham_player_face\000014.jpg,1920,1409,22.61,0
dataset/ostatni\Tottenham_player_face\000015.jpg,1920,1280,90.51,0
dataset/ostatni\Tottenham_player_face\000016.jpg,828,804,164.04,0
dataset/ostatni\Tottenham_player_face\000017.jpg,736,1309,97.27,0
dataset/ostatni\Tottenham_player_face\000018.jpg,1920,1280,34.02,0
dataset/ostatni\Tottenham_player_face\000019.jpg,1920,1280,133.34,0
dataset/ostatni\Tottenham_player_face\000020.jpg,1920,1312,120.22,0
dataset/ostatni\Tottenham_player_face\000021.jpg,1920,1376,76.38,0
dataset/ostatni\Tottenham_player_face\000022.jpg,1920,1172,102.84,0
dataset/ostatni\Tottenham_player_face\000023.jpg,683,1024,133.68,0
dataset/ostatni\Tottenham_player_face\000024.jpg,736,922,101.44,0
dataset/ostatni\Tottenham_player_face\000025.jpg,1024,683,65.93,0
dataset/ostatni\Tottenham_player_face\000026.jpg,1024,703,87.58,0
dataset/ostatni\Tottenham_player_face\000027.jpg,1024,683,85.27,0
dataset/ostatni\Tottenham_player_face\000028.jpg,1200,800,91.17,0
dataset/ostatni\Tottenham_player_face\000029.jpg,1920,1254,90.84,0
dataset/ostatni\Tottenham_player_face\000030.jpg,1899,1267,130.05,0
dataset/ostatni\Tottenham_player_face\000031.jpg,1140,759,106.17,0
dataset/ostatni\Tottenham_player_face\000032.jpg,1140,760,45.71,0
dataset/ostatni\Tottenham_player_face\000033.jpg,1920,1280,117.46,0
dataset/ostatni\Tottenham_player_face\000034.jpg,736,920,181.86,0
dataset/ostatni\Tottenham_player_face\000035.jpg,1000,750,121.1,0
dataset/ostatni\Tottenham_player_face\000036.jpg,1920,1280,83.77,0
dataset/ostatni\Tottenham_player_face\000037.jpg,852,1390,109.93,0
dataset/ostatni\Tottenham_player_face\000038.jpg,960,540,78.38,0
dataset/ostatni\Tottenham_player_face\000039.jpg,1920,1280,67.84,0
dataset/ostatni\Tottenham_player_face\000040.jpg,1920,1280,66.11,0
dataset/ostatni\Tottenham_player_face\000041.jpg,2420,1613,56.56,0
dataset/ostatni\Tottenham_player_face\000042.jpg,1200,800,91.23,0
dataset/ostatni\Tottenham_player_face\000043.jpg,1300,957,86.07,0
dataset/ostatni\Tottenham_player_face\000044.jpg,600,852,73.32,0
dataset/ostatni\Tottenham_player_face\000045.jpg,735,904,64.48,0
dataset/ostatni\Tottenham_player_face\000046.jpg,1079,1079,172.36,0
dataset/ostatni\Tottenham_player_face\000047.jpg,736,921,79.74,0
dataset/ostatni\Tottenham_player_face\000048.jpg,683,1024,87.82,0
dataset/ostatni\Tottenham_player_face\000049.jpg,1080,1251,122.43,0
dataset/ostatni\Tottenham_player_face\000050.jpg,706,1425,59.26,0
dataset/ostatni\Tottenham_player_face\000051.jpg,736,920,100.12,0
dataset/ostatni\Tottenham_player_face\000052.jpg,703,1024,100.79,0
dataset/ostatni\Tottenham_player_face\000053.jpg,736,921,122.26,0
dataset/ostatni\Tottenham_player_face\000054.jpg,1080,1346,107.57,0
dataset/ostatni\Tottenham_player_face\000055.jpg,736,1309,47.33,0
dataset/ostatni\Tottenham_player_face\000056.jpg,736,920,76.2,0
dataset/ostatni\Tottenham_player_face\000057.jpg,976,549,115.79,0
dataset/ostatni\Tottenham_player_face\000058.jpg,736,791,71.12,0
dataset/ostatni\Tottenham_player_face\000059.jpg,749,998,117.87,0
dataset/ostatni\Tottenham_player_face\000060.jpg,736,920,106.52,0
dataset/ostatni\Tottenham_player_face\000061.jpg,1024,536,51.78,0
dataset/ostatni\Tottenham_player_face\000062.jpg,736,1104,120.77,0
dataset/ostatni\Tottenham_player_face\000063.jpg,1077,1080,83.03,0
dataset/ostatni\Tottenham_player_face\000064.jpg,736,1594,90.18,0
dataset/ostatni\Tottenham_player_face\000065.jpg,736,1594,80.9,0
dataset/ostatni\West_Ham_United_player_face\000001.jpg,736,736,91.94,0
dataset/ostatni\West_Ham_United_player_face\000002.jpg,5453,3727,66.98,0
dataset/ostatni\West_Ham_United_player_face\000003.jpg,5079,4446,70.84,0
dataset/ostatni\West_Ham_United_player_face\000004.jpg,4539,4524,89.95,0
dataset/ostatni\West_Ham_United_player_face\000005.jpg,7250,5236,101.49,0
dataset/ostatni\West_Ham_United_player_face\000006.jpg,3000,1500,85.25,0
dataset/ostatni\West_Ham_United_player_face\000007.jpg,1200,1200,108.35,0
dataset/ostatni\West_Ham_United_player_face\000008.jpg,2560,1707,61.2,0
dataset/ostatni\West_Ham_United_player_face\000009.jpg,2048,1151,118.21,0
dataset/ostatni\West_Ham_United_player_face\000010.jpg,1200,1200,110.32,0
dataset/ostatni\West_Ham_United_player_face\000011.jpg,4000,2659,65.07,0
dataset/ostatni\West_Ham_United_player_face\000012.jpg,735,1040,167.42,0
dataset/ostatni\West_Ham_United_player_face\000013.jpg,3000,1500,74.65,0
dataset/ostatni\West_Ham_United_player_face\000014.jpg,1000,600,103.83,0
dataset/ostatni\West_Ham_United_player_face\000015.jpg,1920,1280,106.68,0
dataset/ostatni\West_Ham_United_player_face\000016.jpg,1200,800,104.08,0
dataset/ostatni\West_Ham_United_player_face\000017.jpg,2013,1300,91.26,0
dataset/ostatni\West_Ham_United_player_face\000018.jpg,1920,1280,84.59,0
dataset/ostatni\West_Ham_United_player_face\000019.jpg,1920,1280,75.28,0
dataset/ostatni\West_Ham_United_player_face\000020.jpg,1024,683,118.5,0
dataset/ostatni\West_Ham_United_player_face\000021.jpg,1920,1280,99.59,0
dataset/ostatni\West_Ham_United_player_face\000022.jpg,1920,1280,65.81,0
dataset/ostatni\West_Ham_United_player_face\000023.jpg,1920,1280,128.39,0
dataset/ostatni\West_Ham_United_player_face\000024.jpg,1920,1132,105.1,0
dataset/ostatni\West_Ham_United_player_face\000025.jpg,1920,1220,208.71,0
dataset/ostatni\West_Ham_United_player_face\000026.jpg,1024,683,52.65,0
dataset/ostatni\West_Ham_United_player_face\000027.jpg,1920,1233,140.32,0
dataset/ostatni\West_Ham_United_player_face\000028.jpg,1920,1280,64.5,0
dataset/ostatni\West_Ham_United_player_face\000029.jpg,1920,1280,108.63,0
dataset/ostatni\West_Ham_United_player_face\000030.jpg,860,460,156.52,0
dataset/ostatni\West_Ham_United_player_face\000031.jpg,1536,1920,122.52,0
dataset/ostatni\West_Ham_United_player_face\000032.jpg,1920,1306,117.61,0
dataset/ostatni\West_Ham_United_player_face\000033.jpg,3000,1500,102.27,0
dataset/ostatni\West_Ham_United_player_face\000034.jpg,3000,1500,93.52,0
dataset/ostatni\West_Ham_United_player_face\000035.jpg,2560,1695,67.89,0
dataset/ostatni\West_Ham_United_player_face\000036.jpg,3000,1500,84.86,0
dataset/ostatni\West_Ham_United_player_face\000037.jpg,2560,1875,78.94,0
dataset/ostatni\West_Ham_United_player_face\000038.jpg,1920,1280,60.62,0
dataset/ostatni\West_Ham_United_player_face\000039.jpg,2560,1706,109.56,0
dataset/ostatni\West_Ham_United_player_face\000040.jpg,3000,1500,107.04,0
dataset/ostatni\West_Ham_United_player_face\000041.jpg,1140,760,55.81,0
dataset/ostatni\West_Ham_United_player_face\000042.jpg,1140,760,96.93,0
dataset/ostatni\West_Ham_United_player_face\000043.jpg,1440,810,155.71,0
dataset/ostatni\West_Ham_United_player_face\000044.jpg,3000,1500,98.56,0
dataset/ostatni\West_Ham_United_player_face\000045.jpg,1920,1325,111.46,0
dataset/ostatni\West_Ham_United_player_face\000046.jpg,1920,1178,73.39,0
dataset/ostatni\West_Ham_United_player_face\000047.jpg,1920,1280,57.11,0
dataset/ostatni\West_Ham_United_player_face\000048.jpg,1920,1280,63.12,0
dataset/ostatni\West_Ham_United_player_face\000049.jpg,768,768,153.76,0
dataset/ostatni\West_Ham_United_player_face\000050.jpg,1140,787,111.47,0
dataset/ostatni\West_Ham_United_player_face\000051.jpg,630,1130,90.76,0
dataset/ostatni\West_Ham_United_player_face\000052.jpg,736,920,109.8,0
dataset/ostatni\West_Ham_United_player_face\000053.jpg,1080,1350,109.82,0
dataset/ostatni\West_Ham_United_player_face\000054.jpg,1295,1390,144.8,0
dataset/ostatni\Wolverhampton_Wanderers_player_face\000001.jpg,1200,800,88.76,0
dataset/ostatni\Wolverhampton_Wanderers_player_face\000002.jpg,736,571,130.66,0
dataset/ostatni\Wolverhampton_Wanderers_player_face\000003.jpg,736,1308,81.87,0
dataset/ostatni\Wolverhampton_Wanderers_player_face\000004.jpg,736,1104,126.67,0
